site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph_standard_units,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,air_temp_f,time_24h,year
Bay,,1/20/2004,1.0,9.5,6.5,0.2,0.3,7.0,,40.0,0:00,2004
Bay,,2/5/2004,0.0,5.9,6.5,0.2,0.25,15.5,,43.0,0:00,2004
Bay,,2/19/2004,1.0,7.5,7.0,0.1,0.1,6.0,,37.0,0:00,2004
Bay,,3/4/2004,1.0,3.7,6.5,0.1,0.5,15.0,,64.0,0:00,2004
Bay,,3/18/2004,0.0,7.7,6.5,0.2,0.45,9.0,,43.3,7:12,2004
Bay,,4/1/2004,0.0,7.6,7.0,0.1,0.1,14.0,,52.5,12:00,2004
Bay,,4/16/2004,1.0,5.7,6.5,0.2,0.5,13.0,,52.0,0:00,2004
Bay,,4/29/2004,0.0,7.1,6.5,0.35,0.45,16.0,,62.0,0:00,2004
Bay,,5/13/2004,0.0,5.6,6.5,0.4,0.75,,,75.6,14:24,2004
Bay,,6/3/2004,0.0,4.8,6.5,0.5,0.7,26.0,,77.0,0:00,2004
Bay,,6/17/2004,0.0,3.3,6.5,0.5,0.8,25.0,,77.0,0:00,2004
Bay,,7/8/2004,1.0,4.7,6.5,0.5,0.6,27.0,,77.0,0:00,2004
Bay,,7/22/2004,2.0,3.1,6.5,0.5,0.55,27.0,,79.0,0:00,2004
Bay,,8/5/2004,0.0,3.15,6.5,0.55,0.6,27.0,,81.5,12:00,2004
Bay,,8/19/2004,0.0,4.75,6.5,0.4,0.8,26.0,,79.9,21:36,2004
Bay,,9/2/2004,0.0,5.2,6.5,0.4,0.6,24.0,,78.0,0:00,2004
Bay,,9/16/2004,0.0,4.0,6.5,0.45,0.65,24.0,,29.0,0:00,2004
Bay,,10/1/2004,1.0,4.3,7.0,0.4,0.7,23.0,,71.8,19:12,2004
Bay,,10/21/2004,1.0,5.8,6.5,0.6,0.7,18.0,,63.0,0:00,2004
Bay,,11/5/2004,1.0,5.9,6.5,0.5,0.6,14.0,,57.0,0:00,2004
Bay,,11/18/2004,0.0,5.9,6.5,0.5,0.5,11.0,,51.0,0:00,2004
Bay,,12/2/2004,0.0,6.3,6.5,0.4,0.65,11.0,,53.6,14:24,2004
Bay,,12/16/2004,2.0,5.2,6.5,0.3,0.3,4.0,,33.0,0:00,2004
A,,1/6/2005,0.0,,6.5,1.0,1.0,12.0,,59.0,0:00,2005
A,,2/3/2005,0.0,5.5,7.0,0.8,0.8,5.0,,38.0,0:00,2005
A,,2/17/2005,2.0,,7.0,1.0,1.0,10.0,,45.0,0:00,2005
A,,3/3/2005,1.0,6.2,7.0,1.1,1.1,5.0,,34.0,0:00,2005
A,,3/10/2005,1.0,,7.0,0.7,0.7,0.7,,45.0,0:00,2005
A,,4/21/2005,0.0,3.3,7.0,0.3,0.9,19.0,,70.0,0:00,2005
A,,5/5/2005,0.0,,7.0,0.6,0.6,17.0,,54.0,0:00,2005
A,,5/24/2005,0.0,4.7,7.0,0.6,0.75,20.0,,62.0,0:00,2005
A,,6/16/2005,0.0,,8.0,0.7,0.85,31.0,,88.0,0:00,2005
A,,7/1/2005,0.0,,7.0,0.8,0.8,30.0,,,0:00,2005
A,,7/14/2005,0.0,2.2,6.0,0.8,0.8,28.0,,,0:00,2005
A,,8/11/2005,0.0,,7.0,1.0,1.4,32.0,,86.0,0:00,2005
A,,8/24/2005,0.0,,7.0,0.5,0.7,27.0,,73.0,0:00,2005
A,,9/8/2005,0.0,4.2,7.0,0.3,0.5,,,73.0,0:00,2005
A,,9/22/2005,0.0,,6.5,0.3,0.5,26.0,,79.0,0:00,2005
A,,10/7/2005,0.0,3.4,6.5,0.6,0.8,24.0,,77.0,0:00,2005
A,,10/27/2005,0.0,,6.5,0.6,0.6,9.0,,53.0,0:00,2005
A,,11/3/2005,0.0,,7.0,0.8,0.8,14.0,,59.0,0:00,2005
A,,11/10/2005,0.0,,6.5,0.9,0.9,17.0,,59.0,0:00,2005
A,,12/1/2005,0.0,7.0,6.5,0.9,0.9,10.0,,45.0,0:00,2005
B,,1/6/2005,0.0,,7.0,0.2,0.2,13.0,,59.0,0:00,2005
B,,2/3/2005,0.0,6.7,7.0,0.3,0.3,34.5,,38.0,0:00,2005
B,,2/17/2005,2.0,,7.0,,,10.0,,45.0,0:00,2005
B,,3/3/2005,2.0,5.3,7.0,0.3,0.3,5.0,,34.0,0:00,2005
B,,3/10/2005,2.0,,7.5,0.4,0.4,7.0,,45.0,0:00,2005
B,,4/21/2005,0.0,5.4,8.5,0.2,0.2,20.0,,71.0,0:00,2005
B,,5/5/2005,0.0,,8.0,0.1,0.1,17.0,,54.0,0:00,2005
B,,5/24/2005,0.0,6.0,9.0,0.1,0.1,20.0,,62.0,0:00,2005
B,,6/16/2005,0.0,,9.0,0.95,,35.0,,89.0,0:00,2005
B,,7/1/2005,0.0,,8.0,0.3,0.3,30.0,,,0:00,2005
B,,7/14/2005,0.0,3.5,6.0,0.1,0.1,28.0,,,0:00,2005
B,,8/11/2005,0.0,,7.0,0.6,0.6,31.0,,86.0,0:00,2005
B,,8/24/2005,0.0,,7.5,0.2,0.2,27.0,,73.0,0:00,2005
B,,9/8/2005,0.0,2.4,7.0,0.1,0.1,26.0,,74.0,0:00,2005
B,,9/22/2005,0.0,,6.5,0.1,0.1,27.0,,78.0,0:00,2005
B,,10/7/2005,0.0,4.5,7.0,0.1,0.1,25.0,,77.0,0:00,2005
B,,10/27/2005,0.0,,6.5,0.1,0.1,14.0,,53.0,0:00,2005
B,,11/3/2005,0.0,5.7,6.5,0.15,0.15,13.0,,59.0,0:00,2005
B,,11/10/2005,0.0,,6.5,0.2,0.2,17.0,,59.0,0:00,2005
B,,12/1/2005,0.0,6.1,7.0,0.5,0.5,13.0,,45.0,0:00,2005
C,,1/6/2005,1.0,4.3,7.0,0.4,0.4,13.0,,58.0,0:00,2005
C,,2/3/2005,0.0,,7.0,0.6,0.6,4.5,,38.0,0:00,2005
C,,2/17/2005,1.0,5.3,7.0,0.6,0.6,12.0,,45.0,0:00,2005
C,,3/3/2005,2.0,,7.0,0.6,0.6,5.0,,34.0,0:00,2005
C,,3/10/2005,1.0,6.9,7.0,0.7,0.7,6.0,,45.0,0:00,2005
C,,4/21/2005,0.0,,8.0,0.6,0.6,21.0,,71.0,0:00,2005
C,,5/5/2005,0.0,4.8,8.0,0.6,0.6,,,58.0,0:00,2005
C,,5/24/2005,0.0,,7.5,0.7,0.7,21.0,,62.0,0:00,2005
C,,6/3/2005,0.0,4.4,8.0,0.7,0.7,18.0,,64.0,0:00,2005
C,,6/16/2005,0.0,4.8,8.5,0.6,0.6,34.0,,88.0,0:00,2005
C,,7/1/2005,0.0,5.1,8.5,0.6,0.6,31.0,,,0:00,2005
C,,7/14/2005,0.0,,6.5,0.6,0.6,32.0,,,0:00,2005
C,,8/11/2005,0.0,5.2,7.5,0.1,0.1,32.0,,86.0,0:00,2005
C,,8/24/2005,0.0,3.6,7.0,0.3,0.3,25.0,,73.0,0:00,2005
C,,9/8/2005,0.0,,8.0,0.1,0.1,25.0,,74.0,0:00,2005
C,,9/22/2005,0.0,2.6,6.5,0.2,0.2,25.0,,78.0,0:00,2005
C,,10/7/2005,0.0,,6.5,,,25.0,,77.0,0:00,2005
C,,10/27/2005,0.0,5.0,7.0,0.35,0.35,14.0,,,0:00,2005
C,,11/3/2005,0.0,,7.5,0.3,0.3,16.0,,60.0,0:00,2005
C,,11/10/2005,0.0,5.0,7.0,0.3,0.3,17.0,,59.0,0:00,2005
C,,12/1/2005,0.0,,7.0,0.4,0.4,12.0,,46.0,0:00,2005
D,,1/6/2005,0.0,7.6,6.5,1.4,1.4,13.0,,58.0,0:00,2005
D,,2/3/2005,0.0,,6.5,1.1,1.45,7.2,,38.0,0:00,2005
D,,2/17/2005,0.0,6.6,6.5,1.3,1.5,10.0,,44.0,0:00,2005
D,,3/3/2005,1.0,,6.5,1.5,1.6,6.0,,35.0,0:00,2005
D,,3/10/2005,1.0,7.7,6.5,1.2,1.4,6.0,,44.0,0:00,2005
D,,4/21/2005,0.0,,6.5,1.1,1.4,21.0,,72.0,0:00,2005
D,,5/5/2005,0.0,5.2,6.5,1.0,1.4,17.0,,58.0,0:00,2005
D,,5/24/2005,0.0,,6.5,0.8,1.5,,,62.0,0:00,2005
D,,6/3/2005,0.0,5.0,6.5,1.0,1.5,18.0,,63.0,0:00,2005
D,,6/16/2005,0.0,4.3,6.5,0.8,1.4,34.0,,88.0,0:00,2005
D,,7/1/2005,0.0,2.7,6.5,0.9,1.3,30.0,,,0:00,2005
D,,7/14/2005,0.0,,7.5,0.9,1.3,30.0,,,0:00,2005
D,,7/21/2005,0.0,4.3,6.5,0.7,1.5,32.0,,83.0,0:00,2005
D,,8/11/2005,0.0,2.9,6.5,0.4,0.8,31.0,,85.0,0:00,2005
D,,8/24/2005,0.0,2.5,,0.7,1.5,27.0,,73.0,0:00,2005
D,,9/8/2005,0.0,,6.5,0.9,1.4,24.0,,74.0,0:00,2005
D,,9/22/2005,0.0,3.9,6.5,0.7,1.0,26.0,,78.0,0:00,2005
D,,10/7/2005,0.0,,6.5,0.7,1.1,25.0,,77.0,0:00,2005
D,,10/27/2005,0.0,5.9,6.5,1.0,1.4,14.0,,51.0,0:00,2005
D,,11/3/2005,0.0,,6.0,1.4,1.4,16.0,,60.0,0:00,2005
D,,11/10/2005,0.0,5.9,6.5,0.9,1.3,17.0,,59.0,0:00,2005
D,,12/1/2005,0.0,,6.5,1.3,1.3,11.0,,45.0,0:00,2005
D,,12/15/2005,0.0,10.0,6.5,0.8,0.9,5.0,,46.0,0:00,2005
Bay,,1/6/2005,1.0,5.9,6.0,0.4,0.5,12.0,,57.7,16:48,2005
Bay,,2/3/2005,0.0,7.3,6.5,0.15,0.15,6.0,,37.4,9:36,2005
Bay,,2/17/2005,0.0,6.3,6.5,0.3,0.5,9.0,,44.0,0:00,2005
Bay,,3/3/2005,1.0,,6.5,0.2,0.45,5.0,,,0:00,2005
Bay,,3/10/2005,1.0,7.4,6.0,0.2,0.4,6.0,,44.0,0:00,2005
Bay,,4/21/2005,0.0,5.2,6.0,0.2,0.5,19.0,,70.0,0:00,2005
Bay,,5/5/2005,0.0,6.9,6.5,0.4,0.4,15.0,,58.0,0:00,2005
Bay,,5/24/2005,0.0,6.3,6.5,0.4,0.6,20.0,,61.0,0:00,2005
Bay,,6/3/2005,0.0,6.6,6.5,0.6,0.7,18.0,,63.0,0:00,2005
Bay,,6/16/2005,,5.4,7.0,0.55,0.65,30.0,,87.4,9:36,2005
Bay,,7/1/2005,0.0,4.3,6.5,0.07,0.07,27.0,,,0:00,2005
Bay,,7/14/2005,0.0,3.6,6.0,0.6,0.7,25.0,,27.0,0:00,2005
Bay,,7/21/2005,0.0,5.7,6.0,0.6,0.6,28.0,,83.0,0:00,2005
Bay,,8/11/2005,0.0,3.7,6.5,0.6,0.6,27.0,,85.0,0:00,2005
Bay,,8/24/2005,0.0,4.9,6.0,0.45,0.45,25.0,,73.0,0:00,2005
Bay,,9/8/2005,0.0,5.0,6.5,0.1,0.1,74.0,,76.0,0:00,2005
Bay,,9/22/2005,0.0,4.3,6.0,0.5,0.7,25.0,,78.0,0:00,2005
Bay,,10/7/2005,0.0,5.3,6.5,0.6,0.7,24.0,,72.0,0:00,2005
Bay,,10/27/2005,0.0,6.2,6.5,0.5,0.5,16.0,,51.0,0:00,2005
Bay,,11/3/2005,0.0,5.7,6.5,0.5,0.5,14.0,,57.0,0:00,2005
Bay,,11/10/2005,0.0,6.6,6.5,0.5,0.7,18.0,,59.0,0:00,2005
Bay,,12/1/2005,0.0,7.2,6.5,0.45,0.45,11.0,,43.0,0:00,2005
Bay,,12/15/2005,0.0,7.6,6.5,0.2,0.2,6.0,,46.0,0:00,2005
A,,1/3/2006,0.0,,6.0,0.7,0.9,11.0,,48.0,0:00,2006
A,,1/19/2006,0.0,7.7,6.5,1.1,1.1,9.0,,46.0,0:00,2006
A,,2/2/2006,0.0,,6.5,1.15,1.15,9.0,,52.0,0:00,2006
A,,2/9/2006,0.0,8.6,7.0,1.0,1.1,7.0,,39.2,4:48,2006
A,,3/9/2006,0.0,,7.0,1.1,1.1,10.0,,57.2,4:48,2006
A,,3/15/2006,0.0,7.8,7.0,1.0,1.0,14.0,,44.6,14:24,2006
A,,4/6/2006,0.0,,7.5,0.4,1.1,17.0,,59.0,0:00,2006
A,,4/21/2006,0.0,,7.0,0.6,1.0,19.0,,62.6,14:24,2006
A,,5/5/2006,0.0,,7.0,0.9,0.9,21.0,,60.8,19:12,2006
A,,5/17/2006,0.0,,6.5,0.8,0.8,22.0,,71.0,0:00,2006
A,,6/1/2006,0.0,5.0,7.0,0.7,0.7,20.0,,77.0,0:00,2006
A,,7/6/2006,0.0,3.6,6.5,0.9,1.0,28.0,,73.4,9:36,2006
A,,7/18/2006,0.0,,7.0,0.8,0.8,31.0,,73.0,0:00,2006
A,,7/27/2006,0.0,2.0,6.5,,,28.0,,79.0,0:00,2006
A,,8/17/2006,0.0,,6.5,0.5,0.6,26.0,,80.0,0:00,2006
A,,9/7/2006,0.0,3.7,6.5,,,24.0,,70.0,0:00,2006
A,,9/21/2006,0.0,,6.5,0.6,0.9,21.0,,66.0,0:00,2006
A,,10/5/2006,0.0,6.3,,0.8,0.8,23.0,,74.0,0:00,2006
A,,10/19/2006,0.0,,7.0,0.8,0.8,21.0,,67.0,0:00,2006
A,,11/6/2006,0.0,,6.5,0.6,0.6,15.0,,61.0,0:00,2006
A,,11/16/2006,0.0,6.0,6.5,0.6,0.95,17.0,,65.0,0:00,2006
A,,11/30/2006,0.0,,6.5,0.6,0.9,15.0,,65.0,0:00,2006
A,,12/14/2006,0.0,7.8,,0.65,0.75,13.0,,58.0,0:00,2006
B,,1/3/2006,0.0,,7.0,0.3,0.3,11.0,,48.0,0:00,2006
B,,1/19/2006,0.0,5.7,7.0,0.2,0.2,8.0,,46.0,0:00,2006
B,,2/2/2006,0.0,,7.0,0.2,0.2,9.0,,54.0,0:00,2006
B,,2/9/2006,0.0,8.5,7.0,0.2,0.2,,,39.2,4:48,2006
B,,3/9/2006,0.0,,7.0,0.3,0.3,11.0,,57.2,4:48,2006
B,,3/15/2006,0.0,7.7,7.0,0.2,0.2,12.0,,48.2,4:48,2006
B,,4/6/2006,0.0,,8.0,0.25,0.25,17.0,,59.0,0:00,2006
B,,4/21/2006,0.0,8.0,7.0,0.2,0.2,18.0,,62.6,14:24,2006
B,,5/5/2006,0.0,,9.0,0.1,0.1,21.0,,60.8,19:12,2006
B,,5/17/2006,0.0,,6.0,0.2,0.2,22.0,,71.0,0:00,2006
B,,6/1/2006,0.0,4.4,7.0,0.1,0.1,26.0,,77.0,0:00,2006
B,,6/16/2006,0.0,3.8,6.0,0.4,0.4,23.0,,68.0,0:00,2006
B,,7/6/2006,0.0,4.7,6.5,0.2,0.2,27.0,,73.4,9:36,2006
B,,7/18/2006,0.0,,6.5,0.2,0.2,20.0,,72.0,0:00,2006
B,,7/27/2006,0.0,2.9,6.5,0.2,0.2,29.0,,79.0,0:00,2006
B,,8/17/2006,0.0,,9.0,0.1,0.1,30.0,,80.0,0:00,2006
B,,9/7/2006,0.0,3.5,6.5,0.2,0.2,25.0,,70.0,,2006
B,,9/21/2006,0.0,,6.5,0.2,0.2,18.0,,66.0,0:00,2006
B,,10/5/2006,0.0,8.2,7.0,0.4,0.4,23.0,,73.0,0:00,2006
B,,10/19/2006,0.0,,7.5,0.3,0.3,22.0,,67.0,0:00,2006
B,,11/6/2006,0.0,,7.0,0.2,0.2,19.0,,62.0,0:00,2006
B,,11/16/2006,0.0,6.8,6.5,0.3,0.3,18.0,,65.0,0:00,2006
B,,11/30/2006,0.0,,7.0,0.2,0.2,16.0,,65.0,0:00,2006
B,,12/14/2006,0.0,7.7,6.0,0.1,0.2,15.0,,58.0,0:00,2006
C,,1/3/2006,0.0,5.9,7.0,0.5,0.5,10.0,,48.0,0:00,2006
C,,1/19/2006,0.0,,7.0,0.5,0.5,10.0,,47.0,0:00,2006
C,,2/2/2006,0.0,8.8,7.0,0.5,0.5,9.0,,54.0,0:00,2006
C,,2/9/2006,0.0,,7.0,0.6,0.6,7.0,,39.2,4:48,2006
C,,3/9/2006,0.0,9.9,7.5,0.5,0.5,10.0,,57.2,4:48,2006
C,,3/15/2006,0.0,,8.0,0.4,0.4,14.0,,44.6,14:24,2006
C,,4/6/2006,0.0,8.2,8.0,0.4,0.4,14.0,,59.0,0:00,2006
C,,4/21/2006,0.0,,7.0,0.3,0.3,18.0,,62.6,14:24,2006
C,,5/5/2006,0.0,9.0,8.5,0.1,0.3,19.0,,60.8,19:12,2006
C,,5/17/2006,0.0,,8.0,,,23.0,,71.0,0:00,2006
C,,6/1/2006,0.0,,9.5,0.2,0.2,29.0,,77.0,0:00,2006
C,,6/16/2006,0.0,,7.0,0.5,0.5,22.0,,68.0,0:00,2006
C,,7/6/2006,0.0,,7.0,0.4,0.4,28.0,,73.4,9:36,2006
C,,7/18/2006,0.0,2.7,6.5,0.2,0.2,26.0,,73.0,0:00,2006
C,,7/27/2006,0.0,,7.0,0.3,0.3,29.0,,79.0,0:00,2006
C,,8/17/2006,0.0,6.8,6.5,0.2,0.2,28.0,,80.0,0:00,2006
C,,9/7/2006,0.0,,6.5,0.7,0.7,24.0,,71.0,0:00,2006
C,,9/21/2006,0.0,5.2,6.5,0.4,0.4,20.0,,66.0,0:00,2006
C,,10/5/2006,0.0,,6.5,0.1,0.1,25.0,,74.0,0:00,2006
C,,10/19/2006,0.0,3.2,,0.2,0.2,,,67.0,0:00,2006
C,,11/6/2006,0.0,4.9,6.5,0.1,0.1,17.0,,61.0,0:00,2006
C,,11/16/2006,0.0,,6.5,1.0,1.0,18.0,,65.0,0:00,2006
C,,11/30/2006,0.0,6.9,6.5,0.1,0.1,14.0,,65.0,0:00,2006
C,,12/14/2006,0.0,,8.0,0.2,0.2,13.0,,58.0,0:00,2006
D,,1/3/2006,0.0,8.1,6.5,1.2,1.6,9.0,,48.0,0:00,2006
D,,1/19/2006,0.0,,6.5,1.4,1.4,10.0,,47.0,0:00,2006
D,,2/2/2006,0.0,8.2,,1.4,1.4,9.0,,53.6,14:24,2006
D,,2/9/2006,,,6.5,1.5,1.5,7.0,,41.0,0:00,2006
D,,3/9/2006,0.0,8.7,6.5,1.4,1.4,10.0,,56.0,0:00,2006
D,,3/15/2006,0.0,,6.5,1.3,1.3,13.0,,44.6,14:24,2006
D,,4/6/2006,0.0,6.2,6.5,1.2,1.4,15.0,,59.0,0:00,2006
D,,4/12/2006,0.0,,6.5,1.1,1.3,18.0,,62.6,14:24,2006
D,,5/5/2006,0.0,6.6,6.5,1.4,1.4,19.0,,60.8,19:12,2006
D,,5/17/2006,0.0,,6.5,1.2,1.5,21.0,,71.0,0:00,2006
D,,6/1/2006,0.0,,6.5,1.1,1.3,28.0,,77.0,0:00,2006
D,,7/6/2006,0.0,,6.5,0.5,1.5,28.0,,73.4,9:36,2006
D,,7/18/2006,0.0,2.7,6.5,0.15,0.2,29.0,,,0:00,2006
D,,7/27/2006,0.0,,6.5,0.6,1.6,30.0,,79.0,0:00,2006
D,,8/17/2006,0.0,3.9,5.0,0.65,1.3,25.0,,79.0,0:00,2006
D,,9/7/2006,0.0,,6.0,0.7,1.65,24.0,,71.0,0:00,2006
D,,9/21/2006,0.0,5.8,6.5,0.9,1.5,20.0,,66.0,0:00,2006
D,,10/5/2006,0.0,,6.5,1.0,1.4,22.0,,73.0,0:00,2006
D,,10/19/2006,0.0,5.3,6.5,0.2,0.6,20.0,,67.0,0:00,2006
D,,11/6/2006,0.0,5.9,6.5,1.3,1.3,13.0,,60.0,0:00,2006
D,,11/16/2006,0.0,,6.5,1.0,1.5,17.0,,65.0,0:00,2006
D,,11/30/2006,0.0,6.7,6.5,1.2,1.5,14.5,,65.0,,2006
D,,12/14/2006,0.0,,6.5,1.4,1.4,13.0,,58.0,0:00,2006
Bay,,1/3/2006,0.0,0.8,6.0,0.6,0.6,9.0,,,0:00,2006
Bay,,1/19/2006,0.0,7.5,6.5,0.3,0.7,9.0,,45.0,0:00,2006
Bay,,2/2/2006,0.0,7.8,6.5,0.5,0.5,7.0,,51.8,19:12,2006
Bay,,2/9/2006,0.0,8.7,6.5,0.4,0.4,7.0,,30.0,0:00,2006
Bay,,3/9/2006,1.0,9.7,6.5,0.2,0.4,10.0,,59.0,0:00,2006
Bay,,3/15/2006,0.0,7.5,7.0,0.2,0.6,11.0,,48.0,0:00,2006
Bay,,4/6/2006,0.0,7.7,6.5,0.5,0.5,13.0,,53.0,0:00,2006
Bay,,4/21/2006,1.0,6.9,6.5,0.3,0.5,17.0,,62.6,14:24,2006
Bay,,5/5/2006,0.0,7.4,6.5,0.1,0.1,19.0,,60.8,19:12,2006
Bay,,5/17/2006,0.0,7.3,6.5,0.5,0.8,20.0,,71.6,14:24,2006
Bay,,6/1/2006,0.0,6.1,6.5,0.5,0.65,25.0,,77.0,0:00,2006
Bay,,6/16/2006,0.0,6.8,6.5,0.5,0.7,22.0,,68.0,0:00,2006
Bay,,7/6/2006,0.0,6.0,6.5,0.4,0.8,27.0,,73.4,9:36,2006
Bay,,7/18/2006,0.0,5.3,6.0,2.0,5.0,27.0,,73.0,0:00,2006
Bay,,7/27/2006,0.0,6.9,6.0,0.4,0.6,28.0,,78.8,19:12,2006
Bay,,8/17/2006,0.0,7.2,7.0,0.4,0.55,25.0,,79.0,0:00,2006
Bay,,9/7/2006,0.0,6.3,7.0,0.45,0.9,23.0,,70.0,0:00,2006
Bay,,9/21/2006,0.0,6.3,7.0,0.5,0.7,19.0,,65.0,0:00,2006
Bay,,10/5/2006,0.0,7.0,7.0,0.4,0.7,22.0,,73.0,0:00,2006
Bay,,10/19/2006,8.0,0.1,7.0,0.4,0.7,18.0,,65.0,0:00,2006
Bay,,11/6/2006,0.0,7.6,6.5,0.3,0.3,11.0,,60.0,0:00,2006
Bay,,11/16/2006,0.0,7.7,6.5,0.6,0.9,18.0,,65.0,0:00,2006
Bay,,11/30/2006,0.0,6.3,6.5,0.5,0.7,14.0,,65.0,0:00,2006
Bay,,12/14/2006,0.0,8.0,6.5,0.4,0.4,13.0,,50.0,0:00,2006
A,,1/4/2007,0.0,,6.5,0.6,0.9,14.0,,56.0,0:00,2007
A,,1/18/2007,0.0,9.8,7.0,0.7,0.7,7.0,,47.0,0:00,2007
A,,2/2/2007,0.0,,7.0,0.7,0.7,5.0,,43.0,0:00,2007
A,,2/15/2007,0.0,8.8,7.0,1.0,1.0,5.0,,26.0,0:00,2007
A,,3/1/2007,,,7.0,0.8,0.9,11.0,,48.0,0:00,2007
A,,4/6/2007,0.0,,7.0,0.6,0.9,15.0,,47.0,0:00,2007
A,,4/19/2007,0.0,,7.0,0.7,0.8,13.0,,52.0,0:00,2007
A,,5/3/2007,0.0,,6.5,0.6,0.9,19.0,,59.0,0:00,2007
A,,5/31/2007,0.0,,7.0,0.5,0.5,26.0,,75.0,0:00,2007
A,,6/14/2007,0.0,,6.5,0.9,0.9,23.0,,67.0,0:00,2007
A,,7/5/2007,0.0,,7.5,0.9,1.0,28.0,,74.0,0:00,2007
A,,7/19/2007,0.0,,7.0,0.8,1.0,30.0,,82.0,0:00,2007
A,,8/2/2007,0.0,3.7,7.0,0.5,0.75,30.0,,79.0,0:00,2007
A,,8/21/2007,0.0,,6.5,0.5,0.8,28.0,,82.0,0:00,2007
A,,9/6/2007,0.0,2.3,7.0,0.8,0.8,26.0,,81.0,0:00,2007
A,,9/27/2007,0.0,,7.5,0.5,0.9,25.0,,73.0,0:00,2007
A,,10/11/2007,0.0,,7.0,0.2,1.0,27.0,,66.0,0:00,2007
A,,10/18/2007,0.0,3.8,,0.3,1.0,23.0,,70.0,0:00,2007
A,,11/1/2007,0.0,,7.0,0.65,1.1,28.0,,69.0,0:00,2007
A,,11/12/2007,0.0,3.9,7.0,0.8,1.0,13.0,,59.0,0:00,2007
A,,12/6/2007,0.0,,6.5,0.7,1.9,5.0,,37.0,0:00,2007
A,,12/20/2007,0.0,,6.5,0.5,1.0,7.0,,44.0,0:00,2007
B,,1/4/2007,0.0,,7.0,0.2,0.2,13.0,,56.0,0:00,2007
B,,1/18/2007,0.0,6.8,7.0,0.3,0.3,6.0,,47.0,0:00,2007
B,,2/2/2007,0.0,,7.0,0.3,0.3,5.0,,43.0,0:00,2007
B,,2/15/2007,0.0,10.0,6.5,0.2,0.2,2.0,,26.0,0:00,2007
B,,3/1/2007,,,6.5,0.3,0.3,10.0,,48.0,0:00,2007
B,,3/21/2007,0.0,9.4,6.5,0.15,0.15,14.0,,51.0,0:00,2007
B,,4/6/2007,0.0,,7.0,0.3,0.3,13.0,,47.0,0:00,2007
B,,4/19/2007,0.0,8.1,6.5,0.2,0.2,13.0,,32.0,0:00,2007
B,,5/3/2007,0.0,,6.5,0.3,0.3,19.0,,59.0,0:00,2007
B,,5/24/2007,0.0,5.9,8.5,0.3,0.3,23.0,,66.0,0:00,2007
B,,5/31/2007,0.0,,7.5,0.3,0.3,25.0,,74.0,0:00,2007
B,,6/14/2007,0.0,,7.0,0.4,0.4,23.0,,67.0,0:00,2007
B,,7/5/2007,0.0,3.1,7.5,0.3,0.3,25.0,,73.0,0:00,2007
B,,7/19/2007,0.0,,7.0,0.3,0.3,30.0,,82.0,0:00,2007
B,,8/2/2007,0.0,2.6,6.5,0.25,0.25,29.0,,80.0,0:00,2007
B,,8/21/2007,0.0,,6.5,0.2,0.2,28.0,,82.0,0:00,2007
B,,9/6/2007,0.0,,8.5,0.1,0.2,30.0,,82.0,0:00,2007
B,,9/27/2007,0.0,,8.0,0.3,0.3,26.0,,74.0,0:00,2007
B,,10/11/2007,0.0,,7.5,0.3,0.3,23.0,,66.0,0:00,2007
B,,10/18/2007,0.0,4.9,,0.3,0.48,23.0,,70.0,0:00,2007
B,,11/1/2007,0.0,,7.0,0.2,0.2,28.0,,69.0,0:00,2007
B,,11/12/2007,0.0,6.2,7.0,0.4,0.4,12.0,,57.0,0:00,2007
B,,12/6/2007,0.0,,7.0,0.4,0.5,5.0,,37.0,0:00,2007
B,,12/20/2007,0.0,,6.5,0.5,0.5,8.0,,44.0,0:00,2007
C,,2/2/2007,0.0,9.3,8.0,0.2,0.2,5.0,,43.0,0:00,2007
C,,2/15/2007,0.0,,7.0,0.5,0.5,4.0,,26.0,0:00,2007
C,,3/1/2007,,7.7,7.0,0.4,0.4,,,48.0,0:00,2007
C,,3/21/2007,0.0,,7.0,0.5,0.5,15.0,,52.0,0:00,2007
C,,4/6/2007,0.0,8.4,7.0,0.4,0.4,15.0,,47.0,0:00,2007
C,,4/19/2007,0.0,,7.5,0.45,0.45,13.0,,52.0,0:00,2007
C,,5/3/2007,0.0,5.8,7.5,0.4,0.4,19.0,,59.0,0:00,2007
C,,5/24/2007,0.0,,8.5,0.2,0.2,24.0,,66.0,0:00,2007
C,,5/31/2007,0.0,,8.5,0.1,0.1,26.0,,74.0,0:00,2007
C,,6/14/2007,1.0,5.1,8.0,0.3,0.3,21.0,,67.0,,2007
C,,7/5/2007,0.0,,7.5,0.5,0.5,26.0,,74.0,0:00,2007
C,,7/19/2007,0.0,4.3,6.7,0.3,0.3,,,82.0,0:00,2007
C,,8/2/2007,0.0,,9.0,0.4,0.4,30.0,,81.0,0:00,2007
C,,8/21/2007,0.0,4.5,7.0,0.3,0.3,28.0,,81.0,0:00,2007
C,,9/6/2007,0.0,,8.5,0.15,0.15,27.0,,83.0,0:00,2007
C,,9/27/2007,0.0,2.0,,0.4,0.4,25.0,,73.0,0:00,2007
C,,10/11/2007,0.0,4.3,7.0,0.3,0.3,21.0,,66.0,0:00,2007
